Title,type,country,date_added,release_year,rating,duration,description,IMDb,Genre,Avg Rating per Genre,Growth Outcome
The Last Days of Chez Nous,Movie,Australia,2016-11-01,1992,R,93 min,Successful writer Beth's tepid marriage and home life face a new round of challenges when her footloose younger sister arrives for an extended visit.,6.6,Drama,6.57,0
The Last Face,Movie,United States,2020-01-13,2016,R,131 min,Savage civil war and a dispute over humanitarian assistance threaten to unravel a checkered romance between an aid director and a doctor.,4.9,Drama,6.57,0
The Last Hangover,Movie,Brazil,2018-12-21,2018,TV-MA,44 min,"In this biblical ""Hangover"" spoof, the apostles awaken to find Jesus is missing and must piece together events of the previous night's wild Last Supper.",6.2,Comedy,6.34,0
The Last Kids on Earth,TV Show,United States,2020-10-16,2020,TV-Y7,3 Seasons,"When zombies and monsters invade his hometown, a scrappy 13-year-old orphan teams up with his friends in hopes of surviving the chaos.",7.5,Comedy,6.34,0
The Last Kingdom,TV Show,United Kingdom,2020-04-26,2020,TV-MA,4 Seasons,"As Alfred the Great defends his kingdom from Norse invaders, Uhtred – born a Saxon but raised by Vikings – seeks to claim his ancestral birthright.",8.4,Action & Adventure,6.14,0
The Last Laugh,Movie,United States,2019-01-11,2019,TV-MA,99 min,"After moving to a retirement home, restless talent manager Al reconnects with long-ago client Buddy and coaxes him back out on the comedy circuit.",5.6,Comedy,6.34,0
The Last Man on the Moon,Movie,United Kingdom,2016-05-26,2014,TV-PG,96 min,Astronaut Gene Cernan looks back on the exciting history of NASA's lunar landings and how being the last man to stand on the moon changed his life.,7.4,Documentaries,7.03,0
The Last O.G.,TV Show,United States,2019-12-04,2019,TV-MA,2 Seasons,"After 15 years behind bars, a kindhearted ex-drug dealer returns to Brooklyn looking for a fresh start, only to discover things have changed. A lot.",6.9,Comedy,6.34,0
The Last Resort,Movie,United States,2019-04-21,2018,TV-14,70 min,"In the waning days of the 70s, two young photographers document the Jewish retirees who dominated the sunny shores of South Beach.",7.3,Documentaries,7.03,0
The Last Summer,Movie,United States,2019-05-03,2019,TV-14,110 min,"Teens from a Chicago high school grapple with their dreams, relationships and identities in a transformative summer before they leave for college.",5.6,Comedy,6.34,0
The Last Thing He Wanted,Movie,United States,2020-02-21,2020,R,116 min,A hard-hitting reporter becomes entangled in the story she’s trying to break when she helps her ailing father broker an arms deal in Central America.,4.2,Drama,6.57,0
The Last Whistle,Movie,United States,2019-10-26,2019,PG,88 min,"After a star player dies during football practice, his coach’s career and reputation are on the line as he refuses to quit his win-at-all-costs style.",4.9,Drama,6.57,0
The Laundromat,Movie,United States,2019-10-18,2019,R,96 min,"When a widow gets swindled out of insurance money, her search for answers leads to two cunning lawyers in Panama who hide cash for the superrich.",6.3,Comedy,6.34,0
The Laws of Thermodynamics,Movie,Spain,2018-08-31,2018,TV-MA,101 min,"A physicist uses the laws of thermodynamics to describe romance and relationships, but his theories prove faulty when it comes to his own love life.",6.0,Comedy,6.34,0
The Legacy of a Whitetail Deer Hunter,Movie,United States,2018-07-06,2018,TV-14,83 min,A star of hunting videos strives to bond with his 12-year-old son on a wilderness trip but learns familial connections can't be forced.,5.5,Comedy,6.34,0
The Legend of 420,Movie,United States,2017-12-01,2017,TV-MA,87 min,"This documentary explores the growing trend of marijuana decriminalization in the U.S. and the use of cannabis in medicine, art, fine dining and more.",6.7,Documentaries,7.03,0
The Legend of Bruce Lee,TV Show,China,2017-07-07,2008,TV-14,1 Season,"The brief but spectacular career of martial arts superstar Bruce Lee is recounted in this drama, starring Danny Chan as the enigmatic and driven Lee.",7.0,Drama,6.57,0
The Legend of Cocaine Island,Movie,United States,2019-03-29,2019,TV-MA,87 min,An urban legend about a duffel bag of cocaine buried in the Caribbean leads a misfit band to hatch a nutball plan to find it in this comic documentary.,6.3,Documentaries,7.03,0
The Legend of Michael Mishra,Movie,India,2019-04-01,2016,TV-14,118 min,"After a life of crime, a notorious kidnapper tries to change his ways and turn over a new leaf to win the heart of the woman he loves.",4.5,Comedy,6.34,0
The Letdown,TV Show,Australia,2019-07-31,2019,TV-MA,2 Seasons,"Audrey, mother of a 2-month-old, joins a new-parents support group, where she makes some quirky friends facing various challenges and life changes.",7.5,Comedy,6.34,0
The Letter for the King,TV Show,United Kingdom,2020-03-20,2020,TV-PG,1 Season,"A young knight in training contends with ancient prophecies, magical powers and fickle companions as he sets out on an epic quest to save his kingdom.",5.9,Action & Adventure,6.14,0
The Lies Within,TV Show,South Korea,2019-10-13,2019,TV-14,1 Season,"After her father dies and her husband goes missing, Kim Seo-hui teams up with detective Jo Tae-sik and joins the National Assembly.",6.7,Crime,7.41,1
The Lift Boy,Movie,India,2020-04-27,2020,TV-MA,107 min,"When a lazy young man replaces his father as the elevator operator of a posh residential complex, what he sees as menial work soon takes on new meaning.",7.3,Drama,6.57,0
The Lighthouse of the Orcas,Movie,"Spain, Argentina",2017-04-07,2016,TV-MA,110 min,A mother travels to Patagonia with her autistic son with the hopes that a ranger and a pod of wild orcas can help him find an emotional connection.,6.7,Drama,6.57,0
The Lion Woman,Movie,"Norway, Germany",2017-10-01,2016,TV-14,118 min,A girl born with a condition that causes abnormal hair growth across her body tries to cope with the challenges of being different.,6.6,Drama,6.57,0
The Little Hours,Movie,"Canada, United States",2018-12-23,2017,R,89 min,Life at a convent takes an unruly turn when three unconventionally opinionated nuns cross paths with a tempting new gardener.,5.8,Comedy,6.34,0
The Little Mermaid,Movie,United States,2018-12-01,2018,PG,85 min,"In this take on the classic tale, a captive circus mermaid transforms the lives of a skeptical journalist and his wide-eyed young sister.",4.2,Drama,6.57,0
The Little Prince,Movie,"France, Canada, Italy, United States, China",2020-11-06,2015,PG,107 min,"When an overscheduled girl befriends an eccentric aviator, he regales her with tales about the adventures of an unusual boy who lives on an asteroid.",7.7,Children,6.47,0
The Little Switzerland,Movie,Spain,2019-08-16,2019,TV-MA,86 min,The discovery of the tomb of William Tell’s son in a town in the Basque Country spurs the village's cantankerous citizens to lobby for Swiss annexation.,4.8,Comedy,6.34,0
The Lobster,Movie,"Ireland, United Kingdom, Greece, France, Netherlands",2018-12-02,2015,R,119 min,"In a near-future world, single people are hunted and forced to find mates within 45 days, or be turned into animals and banished to the wilderness.",7.2,Comedy,6.34,0
The Lodgers,Movie,Ireland,2018-08-23,2017,R,93 min,"Twin siblings live under a curse in their ancestral home, but one of them is tempted to defy house rules, angering the spirits keeping them hostage.",5.1,Horror,5.52,0
The Long Goodbye: The Kara Tippetts Story,Movie,United States,2019-06-23,2019,TV-PG,87 min,"Faced with terminal breast cancer, a courageous wife and mother turns her suffering into a resilient message of faith, love and compassion.",8.1,Documentaries,7.03,0
The Longshots,Movie,United States,2019-01-30,2008,PG,95 min,"When an 11-year-old girl becomes Pop Warner football's first female quarterback, she raises eyebrows – till she takes her team to the brink of glory.",5.4,Comedy,6.34,0
The Lost Brother,Movie,"Argentina, Uruguay, Spain, France",2017-09-01,2017,TV-MA,113 min,"While settling the affairs of his murdered mother and brother, a man partners with a local thug in a life insurance scam, putting him on a dark path.",6.5,Drama,6.57,0
The Love Affair,Movie,Philippines,2019-03-07,2015,TV-MA,127 min,"Feeling betrayed by their romantic partners' infidelity, Adrianne and Vince struggle to forgive while finding comfort with each other.",6.2,Drama,6.57,0
The Love Guru,Movie,"United Kingdom, Germany, United States",2019-11-20,2008,PG-13,87 min,"Raised on an ashram in India, a self-styled love guru returns to his native America to settle a romantic rivalry between two pro hockey players.",3.8,Comedy,6.34,0
The Lovers,Movie,United States,2019-11-05,2017,R,98 min,"On the verge of divorce, a middle-aged couple, each involved in a serious affair, rethink their marriage and the meaning of love and fidelity.",6.0,Comedy,6.34,0
The Mad Monk,Movie,Hong Kong,2018-08-16,1993,TV-14,85 min,"To avoid punishment for his misdeeds, an arrogant god accepts a mission to reform three mortals on earth, where he must also contend with a demon.",6.2,Comedy,6.34,0
The Magic School Bus,TV Show,"Canada, United States",2014-11-19,1997,TV-Y,4 Seasons,"Join Ms. Frizzle as the Magic School Bus travels to outer space, under the sea, through an anthill – and even inside the human body!",7.9,Children,6.47,0
The Magic School Bus Rides Again,TV Show,United States,2018-04-13,2018,TV-Y,2 Seasons,"Ms. Frizzle's kid sister Fiona takes the wheel at Walkerville Elementary, leading the class on wild adventures packed with science-fueled fun.",6.2,Children,6.47,0
The Magicians,TV Show,"United States, Canada",2021-01-15,2020,TV-MA,5 Seasons,"When grad student Quentin Coldwater enters a college specializing in magic, he learns that the mythic fantasy world he once read about is very real.",7.6,Drama,6.57,0
The Main Event,Movie,United States,2020-04-10,2020,TV-G,103 min,"Using special powers from a magical mask, a young WWE fan causes chaos when he enters a wrestling competition and fights an intimidating rival.",4.7,Comedy,6.34,0
The Man Who Would Be Polka King,Movie,United States,2018-01-12,2009,TV-14,68 min,This irreverent documentary reveals how charming entertainer Jan Lewan bilked investors out of millions in a complicated investment scam.,6.2,Documentaries,7.03,0
The Man Without Gravity,Movie,"Italy, Belgium",2019-11-01,2019,TV-MA,107 min,A gravity-defying boy raised in seclusion matures into an extraordinary man – and an international celebrity – who longs for human connection.,6.3,Drama,6.57,0
The Mansion,Movie,"France, Belgium",2018-07-28,2017,TV-MA,100 min,"A group of students celebrates New Year's at a remote Belgian estate, where their substance-fueled revelry soon descends into a bloodstained nightmare.",4.6,Comedy,6.34,0
The Many Faces of Ito,TV Show,Japan,2017-11-24,2017,TV-14,1 Season,A jaded rom-com screenwriter in her 30s mines four love-sick women for their stories under the guise of providing them with romantic advice.,6.7,Drama,6.57,0
The Mars Generation,Movie,United States,2017-05-05,2017,TV-PG,98 min,"Self-professed teenage ""space nerds"" at Space Camp chase their dreams of traveling to Mars, while experts reflect on NASA's history and future.",6.4,Documentaries,7.03,0
The Mask of Zorro,Movie,"United States, Germany, Mexico",2020-01-01,1998,PG-13,138 min,"An aging Zorro passes the torch to a young successor, schooling him in discipline and training him to take up the sword against crooked officials.",6.7,Action & Adventure,6.14,0
The Massively Mixed-Up Middle School Mystery,Movie,United States,2019-11-02,2015,TV-Y,40 min,"After the school principal gets pranked, a curious crew of preteen super sleuths tests their detective skills to solve an underwater ruse.",7.2,Comedy,6.34,0
The Master,Movie,United States,2020-01-14,2012,R,137 min,"A heavy-drinking loner finds some semblance of a family when he stumbles onto the ship of Lancaster Dodd, the charismatic leader of a new ""religion.""",7.2,Drama,6.57,0
The Matrix,Movie,United States,2019-11-01,1999,R,136 min,"A computer hacker learns that what most people perceive as reality is actually a simulation created by machines, and joins a rebellion to break free.",8.7,Action & Adventure,6.14,0
The Matrix Reloaded,Movie,United States,2019-11-01,2003,R,138 min,"The crew must protect Zion, the last outpost still under human control, after it is pinpointed by the machines responsible for the Matrix.",7.2,Action & Adventure,6.14,0
The Matrix Revolutions,Movie,United States,2019-11-01,2003,R,129 min,The final installment in the Matrix trilogy finds an unconscious Neo trapped in a subway station in a zone between the Matrix and the machine world.,6.8,Action & Adventure,6.14,0
The Maus,Movie,Spain,2018-06-30,2017,TV-MA,90 min,"While traveling with her German boyfriend, Selma is confronted by the violent remnants of the Bosnian War and the ethnic cleansing her family faced.",5.0,Horror,5.52,0
The Meaning of Monty Python,Movie,United Kingdom,2018-10-02,2013,TV-MA,60 min,"Five Pythons reflect on their creative process, politics, television and the making of their award-winning final film, ""The Meaning of Life.""",7.7,Documentaries,7.03,0
The Mechanism,TV Show,Brazil,2019-05-10,2019,TV-MA,2 Seasons,A scandal erupts in Brazil during an investigation of alleged government corruption via oil and construction companies. Loosely inspired by true events.,8.4,Crime,7.41,1
The Memory of Water,Movie,"Chile, Spain, Argentina, Germany",2017-02-15,2015,TV-MA,88 min,"When the accidental death of a couple's young son sends them grieving in opposite directions, they're forced to re-examine their life and marriage.",6.1,Drama,6.57,0
The Messengers,TV Show,United States,2016-04-17,2015,TV-14,1 Season,A group of strangers who are killed by a mysterious object soon come back to life and learn they have been chosen to prevent the apocalypse.,6.5,Drama,6.57,0
The Method,TV Show,Russia,2017-11-15,2015,TV-MA,1 Season,An ambitious young law enforcement graduate is thrilled when her idol takes her on as a trainee. But his methods aren't anything like she imagined.,7.4,Crime,7.41,1
The Meyerowitz Stories (New and Selected),Movie,United States,2017-10-13,2017,TV-MA,113 min,Grudges and rivalries abound as three adult siblings converge in New York to contend with their prickly artist father – and his fading legacy.,6.9,Comedy,6.34,0
The Midas Touch,Movie,Hong Kong,2019-07-21,2013,TV-14,98 min,"A debt collector takes over the management of a group of starlets after their talent agent defaults on a loan, but soon finds he's in over his head.",5.1,Comedy,6.34,0
The Midnight Gospel,TV Show,United States,2020-04-20,2020,TV-MA,1 Season,"Traversing trippy worlds inside his universe simulator, a space caster explores existential questions about life, death and everything in between.",8.4,Comedy,6.34,0
The Milk System,Movie,"Germany, Italy",2019-07-12,2017,TV-14,91 min,"Farmers, scientists and industry insiders delve into the hidden costs and consequences of global dairy production and offer up possible solutions.",7.1,Documentaries,7.03,0
The Mind of a Chef,TV Show,United States,2017-11-01,2016,TV-PG,5 Seasons,Producer and narrator Anthony Bourdain explores the creative processes of international celebrity chefs to learn what fuels their culinary artistry.,8.0,Documentaries,7.03,0
"The Mind, Explained",TV Show,United States,2019-09-12,2019,TV-14,1 Season,"Ever wonder what's happening inside your head? From dreaming to anxiety disorders, discover how your brain works with this illuminating series.",8.1,Documentaries,7.03,0
The Miracle,TV Show,South Korea,2017-04-10,2016,TV-14,1 Season,"Polar opposites in personality and looks, fraternal twin sisters who live completely different lives wake up one day to find they've switched bodies.",6.2,Drama,6.57,0
The Mire,TV Show,Poland,2020-03-25,2018,TV-MA,1 Season,"In an early-'80s Polish town, a prostitute and a youth leader are found killed, but the police's handling of the case makes two journalists suspicious.",7.0,Crime,7.41,1
The Mist,TV Show,"Canada, United States",2017-10-24,2017,TV-MA,1 Season,"Trapped by a mysterious fog, residents of a Maine village discover that it hides nightmarish creatures. A new series based on Stephen King's novella.",5.4,Drama,6.57,0
The Mistress,Movie,Philippines,2019-02-27,2012,TV-MA,132 min,The mistress of a wealthy businessman is torn between her loyalty to him and her love for a young architect connected to her in unexpected ways.,6.3,Drama,6.57,0
The Monster,Movie,"United States, Canada",2019-01-09,2016,R,91 min,A troubled mother-daughter relationship faces the ultimate test when the duo’s broken-down car leaves them trapped within reach of a vicious creature.,5.4,Horror,5.52,0
The Mortified Guide,TV Show,United States,2018-02-14,2018,TV-MA,1 Season,"Brave people get onstage to read hilarious and humiliating tales of gawky teenage love, family dysfunction and other stories from their younger years.",7.8,Documentaries,7.03,0
The Most Assassinated Woman in the World,Movie,"Belgium, United Kingdom, United States",2018-09-07,2018,TV-MA,102 min,"In 1930s Paris, an actress famous for her gory death scenes at the Grand Guignol Theater contends with a mysterious stalker and ghosts from her past.",5.3,Drama,6.57,0
The Most Hated Woman in America,Movie,United States,2017-03-24,2017,TV-MA,93 min,"This drama follows the controversial life of outspoken atheist Madalyn Murray O'Hair, from her landmark court battles to her infamous abduction.",6.1,Drama,6.57,0
The Most Unknown,Movie,United States,2018-08-09,2018,TV-PG,92 min,"Traversing disciplines from physics to psychology, nine scientists share ideas and seek common ground by delving into deep existential questions.",6.6,Documentaries,7.03,0
The Motive,Movie,"Spain, Mexico",2018-08-17,2017,TV-MA,114 min,An aspiring writer with no imagination seeks inspiration for his novel by manipulating the lives of his neighbors so that he can write about them.,6.5,Comedy,6.34,0
The Movies That Made Us,TV Show,United States,2019-11-29,2019,TV-MA,1 Season,"These blockbusters brought us together and gave us the time of our lives. Meet the actors, directors and industry insiders who made them happen.",7.8,Documentaries,7.03,0
The Murder Detectives,TV Show,United Kingdom,2017-03-31,2015,TV-MA,1 Season,"This series tracks the ups and downs of an 18-month investigation into the 2014 stabbing murder of teenager Nicholas Robinson in Bristol, England.",7.7,Crime,7.41,1
The Music of Silence,Movie,Italy,2018-07-01,2017,TV-PG,115 min,"Based on the autobiography by tenor Andrea Bocelli, this musical biopic chronicles his life from his bumpy childhood to his meteoric rise to fame.",6.6,Drama,6.57,0
The Naked Gun: From the Files of Police Squad!,Movie,United States,2021-01-01,1988,PG-13,85 min,Hapless cop Frank Drebin causes more problems than he solves while trying to stop a deadly plot involving Queen Elizabeth II.,7.6,Comedy,6.34,0
The Natural,Movie,United States,2020-01-01,1984,PG,138 min,A gifted baseball player whose life has taken some startling turns becomes a 35-year-old rookie who helps a cellar-dwelling team get back in the game.,7.5,Drama,6.57,0
The Negro Soldier,Movie,United States,2017-03-31,1944,TV-14,40 min,This documentary urged African Americans to enlist and join in the effort to be part of America's continuing fight in World War II.,5.9,Documentaries,7.03,0
The Neighbor,TV Show,Spain,2019-12-31,2019,TV-MA,1 Season,Self-centered Javier's life gets a bit messy when he unexpectedly becomes a superhero – and his recent ex is tasked with uncovering his identity.,6.5,Comedy,6.34,0
The New Legends of Monkey,TV Show,"Australia, New Zealand",2020-08-07,2020,TV-PG,2 Seasons,A valiant girl liberates the Monkey King – a god long trapped in stone – in a quest to find seven sacred scrolls and save the world from evil.,6.5,Children,6.47,0
The New Romantic,Movie,Canada,2019-04-15,2018,TV-MA,82 min,"Fed up with dating and debt, a naïve college senior documents her experience of being with a wealthy, older man for a gonzo journalism grant.",5.7,Comedy,6.34,0
The Next Skin,Movie,"Spain, Switzerland",2017-05-01,2016,TV-MA,104 min,"When a withdrawn, long-missing teenager reappears in a chilly alpine town, his heartbroken family begins to wonder if he's actually who he says he is.",6.2,Drama,6.57,0
The Night Comes for Us,Movie,"Indonesia, United States",2018-10-19,2018,TV-MA,121 min,"After sparing a girl's life during a massacre, an elite Triad assassin is targeted by an onslaught of murderous gangsters.",7.0,Action & Adventure,6.14,0
The Night Shift,TV Show,United States,2018-06-07,2017,TV-14,4 Seasons,"After returning from a dangerous tour of duty, an Army doctor finds that working the night shift at a San Antonio hospital can be treacherous, too.",7.4,Drama,6.57,0
The Nineties,TV Show,United States,2018-09-30,2017,TV-14,1 Season,This U.S.-focused series dives into the cultural and political changes that swept the last decade of the 20th century. Executive produced by Tom Hanks.,8.2,Documentaries,7.03,0
The Nutcracker and the Four Realms,Movie,United States,2019-05-28,2018,PG,99 min,"When her late mother gifts her a key, Clara embarks on a dreamlike journey full of fantasy and conflict in this retelling of the holiday classic.",5.5,Children,6.47,0
The OA,TV Show,United States,2019-03-22,2019,TV-MA,2 Seasons,"Seven years after vanishing from her home, a young woman returns with mysterious new abilities and recruits five strangers for a secret mission.",7.9,Drama,6.57,0
The Oath,TV Show,Singapore,2017-07-01,2011,TV-14,1 Season,"Two doctors with opposite approaches to treating patients clash on the job and must learn to trust each other's expertise, allowing love to bloom.",6.4,Drama,6.57,0
The Occupant,Movie,Spain,2020-03-25,2020,TV-MA,104 min,An unemployed advertising executive begins stalking the new tenants of his former home and his motives toward the family turn sinister.,6.3,Thrillers,5.85,0
The Ollie & Moon Show,TV Show,France,2020-01-14,2018,TV-Y,1 Season,"Two quirky cats, Ollie and Moon, and their friend Stanley the snail travel the world, solving everyday problems and learning about different cultures.",8.2,Children,6.47,0
The One I Love,Movie,United States,2019-05-30,2014,R,91 min,"Confronted with the potential end of their marriage, Ethan and Sophie take off for a weekend together, hoping to negotiate their future.",7.1,Comedy,6.34,0
The Only Mother To You All,Movie,Philippines,2019-02-27,2008,TV-PG,106 min,"Raising her large family alone after her husband's death, Ina searches for work and finally lands the most unlikely job: president of the Philippines.",5.4,Comedy,6.34,0
The Open House,Movie,"Canada, United States",2018-01-19,2018,TV-MA,95 min,"Following a tragedy, a mother and her teen son move to a relative's vacant vacation home, where eerie and unexplained forces conspire against them.",3.2,Horror,5.52,0
The Order,TV Show,United States,2020-06-18,2020,TV-MA,2 Seasons,"Out to avenge his mother's death, a college student pledges a secret order and lands in a war between werewolves and practitioners of dark magic.",6.9,Drama,6.57,0
The Originals,TV Show,United States,2018-08-09,2018,TV-14,5 Seasons,"The Mikaelsons move to New Orleans and form an alliance with local witches in an effort to rule the city once again in this ""Vampire Diaries"" spinoff.",8.2,Drama,6.57,0
The Other Guys,Movie,United States,2020-02-01,2010,PG-13,108 min,New York cops Allen and Terry toil in obscurity as lowly desk jockeys until a big break finally gives them a chance to tackle real police work.,6.6,Comedy,6.34,0
The Other Side of the Wind,Movie,"France, Iran, United States",2018-11-02,2018,R,122 min,"On the last day of his life, a legendary director struggles to complete a new project and contemplates his legacy in this layered film by Orson Welles.",6.8,Drama,6.57,0
The Outcasts,Movie,United States,2017-08-14,2017,TV-14,94 min,"After failing to strike a truce with their school's queen bee, two misfit best friends lead a nerd uprising that turns social hierarchy on its head.",5.5,Comedy,6.34,0
The Outsiders,TV Show,Taiwan,2019-04-30,2004,TV-MA,1 Season,A trio of delinquent brothers fends off neighborhood rivals until one joins a gang to gain protection for the upper-class girl he loves.,7.4,Crime,7.41,1
The Package,Movie,United States,2018-08-10,2018,TV-MA,95 min,"After their buddy suffers an unfortunate accident during spring break, four pals risk everything – including their dignity – to make him whole again.",5.5,Comedy,6.34,0
The Paper,TV Show,Croatia,2019-01-01,2018,TV-MA,2 Seasons,A construction magnate takes over a struggling newspaper and attempts to wield editorial influence for power and personal gain.,6.5,Drama,6.57,0
The Peacemaker,Movie,United States,2020-01-01,1997,R,124 min,"After terrorists trigger a nuclear blast in Russia, a U.S. Special Forces intelligence agent and a nuclear weapons expert come to the rescue.",5.9,Action & Adventure,6.14,0
The Perfect Date,Movie,United States,2019-04-12,2019,TV-14,91 min,"To earn money for college, a high schooler launches an app offering his services as a fake date. But when real feelings emerge, things get complicated.",5.8,Comedy,6.34,0
The Perfect Dictatorship,Movie,Mexico,2015-06-01,2014,TV-MA,143 min,"After accepting a colossal bribe, a powerful TV conglomerate gins up fake news stories to enhance the image of a notoriously corrupt politician.",7.2,Comedy,6.34,0
The Perfection,Movie,United States,2019-05-24,2019,TV-MA,91 min,"In this twisty horror-thriller, a once-promising music prodigy reconnects with her former mentors, only to find them taken with a talented new pupil.",6.1,Horror,5.52,0
The Perks of Being a Wallflower,Movie,United States,2020-04-01,2012,PG-13,103 min,A shy freshman struggling with depression deals with his best friend's suicide and his first love in this engaging coming-of-age tale.,8.0,Comedy,6.34,0
The Pharmacist,TV Show,United States,2020-02-05,2020,TV-MA,1 Season,"After his son's tragic death, a Louisiana pharmacist goes to extremes to expose the rampant corruption behind the opioid addiction crisis.",7.8,Crime,7.41,1
The Physician,Movie,Germany,2015-07-15,2013,R,155 min,A medical apprentice in 11th-century Persia disguises himself as a Jew to study at a school that does not admit Christians.,7.2,Drama,6.57,0
The Pixar Story,Movie,United States,2018-11-18,2007,G,89 min,Go behind the scenes at Pixar Animation Studios with this Emmy-nominated documentary tracing the creation and history of the groundbreaking company.,7.8,Documentaries,7.03,0
The Plagues of Breslau,Movie,Poland,2020-04-22,2018,TV-MA,94 min,"After a body is found sewn inside a cow hide, a Wrocław detective discovers a killer is recreating an 18th-century ""plague"" of criminal punishments.",5.7,Thrillers,5.85,0
The Platform,TV Show,United Arab Emirates,2020-09-03,2020,TV-14,1 Season,"A programming genius builds a fact-finding, truth-seeking internet portal while reckoning with trouble at home.",7.0,Drama,6.57,0
The Polar Express,Movie,United States,2021-01-01,2004,G,100 min,"In this warm-hearted tale, a young boy's faith in the holiday spirit is revived after he makes his way by train to the North Pole on Christmas Eve.",6.6,Children,6.47,0
The Politician,TV Show,United States,2020-06-19,2020,TV-MA,2 Seasons,Rich kid Payton has always known he's going to be president. But first he has to navigate the most treacherous political landscape of all: high school.,7.5,Comedy,6.34,0
The Polka King,Movie,United States,2018-01-12,2018,TV-14,94 min,"Determined to make it big in America, Polish-born bandleader Jan Lewan draws his fans into a Ponzi scheme in this comedy based on a true story.",5.9,Comedy,6.34,0
The President's Barber,Movie,South Korea,2017-10-01,2004,TV-MA,116 min,"The personal barber to the president, as well as his wife and only son, get tangled in the political chaos that gripped South Korea in the late 1900s.",6.9,Comedy,6.34,0
The Price of Success,Movie,France,2018-04-30,2017,TV-MA,92 min,"Struggling to balance family ties and a career, a rising comedian of Parisian banlieue roots learns the true price of fame.",5.8,Drama,6.57,0
The Prince Who Turns into a Frog,TV Show,Taiwan,2016-08-01,2005,TV-14,1 Season,"Before his wedding, a cold CEO is hit by a car and awakens a changed man. As he and the driver fall in love, more changes appear on the road ahead.",7.2,Comedy,6.34,0
The Princess and the Frog,Movie,United States,2019-07-16,2009,G,98 min,"In New Orleans during the Jazz Age, a beautiful girl named Tiana has a fateful encounter with frog prince who desperately wants to be human again.",7.1,Children,6.47,0
The Princess Switch,Movie,United States,2018-11-16,2018,TV-G,102 min,"When a down-to-earth Chicago baker and a soon-to-be princess discover they look like twins, they hatch a Christmastime plan to trade places.",6.0,Drama,6.57,0
The Promise,Movie,"Spain, United States",2020-08-09,2016,PG-13,133 min,"As the Ottoman Empire enters WWI, a love triangle involving an Armenian medical student, an artist and an American journalist takes a harrowing turn.",5.7,Drama,6.57,0
The Protector,TV Show,Turkey,2020-07-09,2020,TV-MA,4 Seasons,"Discovering his ties to a secret ancient order, a young man living in modern Istanbul embarks on a quest to save the city from an immortal enemy.",6.9,Action & Adventure,6.14,0
The Pursuit,Movie,United States,2019-08-07,2019,TV-14,76 min,"In a time of turbulence for the free market system, one economist explores how it has lifted billions out of poverty, and might just save us all.",6.0,Documentaries,7.03,0
The Pursuit of Happyness,Movie,United States,2019-10-01,2006,PG-13,117 min,"When Chris and his son are evicted, they face trying times as a desperate Chris accepts an unpaid internship at a stock brokerage firm.",8.0,Drama,6.57,0
The Queen of Flow,TV Show,Colombia,2018-11-09,2018,TV-MA,1 Season,"Seventeen years after being wrongly imprisoned, a talented songwriter seeks justice against the men who caused her downfall and killed her family.",7.9,Crime,7.41,1
The Rachel Divide,Movie,United States,2018-04-27,2018,TV-MA,105 min,"Rachel Dolezal, her family and her critics reckon with the aftermath of a national debate sparked by questions about her racial identity.",6.2,Documentaries,7.03,0
The Rain,TV Show,"Denmark, United States",2020-08-06,2020,TV-MA,3 Seasons,"Six years after a brutal virus wipes out most of Scandinavia's population, two siblings join a band of young survivors seeking safety – and answers.",6.3,Drama,6.57,0
The Rainbow Troops,Movie,Indonesia,2018-10-21,2008,TV-PG,119 min,Two Indonesian teachers embrace an inspiring crop of gifted young students who've come to study at their crumbling Islamic primary school.,7.8,Drama,6.57,0
The Rainmaker,Movie,"United States, Germany",2019-11-20,1997,PG-13,136 min,A young attorney and a scrappy paralegal work to help the parents of a terminally ill boy in their suit against an insurance company.,7.2,Drama,6.57,0
The Ranch,TV Show,United States,2020-01-24,2020,TV-MA,8 Seasons,"Being a pro athlete didn't pan out for Colt. Now he's helping his dad and brother keep the ranch afloat, and figuring out how he fits into the family.",7.5,Comedy,6.34,0
The Rap Game,TV Show,United States,2019-09-15,2016,TV-14,1 Season,Young lyricists between the ages of 12 and 16 compete for a chance to sign to Jermaine Dupri's label while being mentored by hip-hop and R&B's finest.,5.3,Reality,6.48,0
The Real Football Factories,TV Show,United Kingdom,2017-12-29,2006,TV-MA,1 Season,Examine the troubling history of football hooliganism and hear from real hooligans about their bitter rivalries and rowdiest brawls.,7.6,Documentaries,7.03,0
The Real Miyagi,Movie,"United States, Canada, Japan, Panama",2017-06-16,2015,TV-PG,81 min,"A look at the life of karate master Fumio Demura shows how he spread the discipline in the West, winning countless devotees and influencing Hollywood.",7.1,Documentaries,7.03,0
The Reconquest,Movie,Spain,2017-02-01,2016,TV-MA,108 min,"Years after they were childhood sweethearts, Manuela and Olmo share a night in Madrid, where they discuss their past and the possibility of a future.",6.7,Drama,6.57,0
The Red Sea Diving Resort,Movie,Canada,2019-07-31,2019,TV-MA,130 min,Undercover agents open up a fake hotel to real tourists as a cover to help smuggle thousands of Ethiopian refugees to safety. Inspired by true events.,6.5,Drama,6.57,0
The Rehearsal,Movie,New Zealand,2018-01-01,2016,TV-MA,102 min,A drama student is torn between creative possibility and ethical boundaries when his girlfriend's family gets caught up in a sex scandal.,5.7,Drama,6.57,0
